ocorrencia_classificacao,ocorrencia_cidade,ocorrencia_uf,ocorrencia_aerodromo,ocorrencia_dia,ocorrencia_hora,investigacao_aeronave_liberada,investigacao_status,divulgacao_relatorio_publicado,total_recomendacoes,total_aeronaves_envolvidas,ocorrencia_saida_pista,ocorrencia_localizacao,ocorrencia_DT,ocorrencia_mes,ocorrencia_tipo,ocorrencia_tipo_categoria,taxonomia_tipo_icao,aeronave_matricula,aeronave_operador_categoria,aeronave_tipo_veiculo,aeronave_fabricante,aeronave_modelo,aeronave_tipo_icao,aeronave_motor_tipo,aeronave_motor_quantidade,aeronave_pmd,aeronave_pmd_categoria,aeronave_assentos,aeronave_ano_fabricacao,aeronave_registro_categoria,aeronave_registro_segmento,aeronave_voo_origem,aeronave_voo_destino,aeronave_fase_operacao,aeronave_tipo_operacao,aeronave_nivel_dano,aeronave_fatalidades_total
4819,INCIDENTE,RIO DE JANEIRO - RJ,RJ,SBGL,30/12/2020,00:54:00,SIM,FINALIZADA,NÃO,0,1,NÃO,-22.81 / -43.25055555555,2020-12-30 00:54:00,12.0,VAZAMENTO DE OUTROS FLUIDOS,OUTROS | VAZAMENTO DE OUTROS FLUIDOS,OTHR,PRGUF,,AVIÃO,BOEING COMPANY,737-8EH,B738,JATO,BIMOTOR,70533,70533,193.0,2010.0,AVIÃO,REGULAR,SANTOS DUMONT,TANCREDO NEVES,SUBIDA,REGULAR,NENHUM,0
4820,INCIDENTE GRAVE,VICENTINA - MS,MS,,31/12/2020,09:00:00,SIM,FINALIZADA,NÃO,0,1,NÃO,-22.507222 / -54.364167,2020-12-31 09:00:00,12.0,POUSO EM LOCAL NÃO PREVISTO,OUTROS | POUSO EM LOCAL NÃO PREVISTO,OTHR,PTGUP,,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201A,IPAN,PISTÃO,MONOMOTOR,1800,1800,1.0,1980.0,AVIÃO,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,AGRÍCOLA,LEVE,0
4821,INCIDENTE,RIO DE JANEIRO - RJ,RJ,SBJR,31/12/2020,13:24:00,SIM,FINALIZADA,NÃO,0,1,NÃO,"-22,9875 / -43,37",2020-12-31 13:24:00,12.0,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP,PRJBP,,HELICÓPTERO,SIKORSKY AIRCRAFT,S-92A,S92,TURBOEIXO,BIMOTOR,12020,12020,,,HELICÓPTERO,TÁXI AÉREO,JACAREPAGUÁ,FORA DE AERODROMO,CRUZEIRO,TÁXI AÉREO,NENHUM,0
4822,INCIDENTE,SÃO PAULO - SP,SP,,02/01/2021,18:30:00,SIM,FINALIZADA,NÃO,0,1,NÃO,-23.536119 / -46.499739,2021-02-01 18:30:00,2.0,COLISÃO COM AVE,COLISÃO COM AVE,BIRD,PRJGC,,HELICÓPTERO,EUROCOPTER DEUTSCHLAND,EC 135P2+,EC35,TURBOEIXO,BIMOTOR,2910,2910,7.0,2009.0,HELICÓPTERO,TÁXI AÉREO,CONDOMÍNIO LARANJEIRAS,CAMPO DE MARTE,CRUZEIRO,TÁXI AÉREO,LEVE,0
4823,ACIDENTE,DIAMANTINA - MG,MG,SNDT,02/01/2021,11:51:00,SIM,ATIVA,NÃO,0,1,SIM,-18.23222 / -43.65027,2021-02-01 11:51:00,2.0,POUSO LONGO,EXCURSÃO DE PISTA | POUSO LONGO,RE,PPBBV,,AVIÃO,LEARJET,31A,LJ31,JATO,BIMOTOR,7031,7031,10.0,1995.0,AVIÃO,TÁXI AÉREO,CONGONHAS,DIAMANTINA,POUSO,TÁXI AÉREO,SUBSTANCIAL,0
4824,INCIDENTE,JOÃO PESSOA - PB,PB,,03/01/2021,13:58:00,SIM,FINALIZADA,NÃO,0,1,NÃO,-7.14833 / -34.95027,2021-03-01 13:58:00,3.0,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO,SCF-NP,PTERY,,AVIÃO,EMBRAER,EMB-810C,PA34,PISTÃO,BIMOTOR,2073,2073,6.0,1978.0,AVIÃO,PARTICULAR,PRESIDENTE CASTRO PINTO,SENADOR PETRÔNIO PORTELLA,SUBIDA,PRIVADA,NENHUM,0
4825,INCIDENTE,CUIABÁ - MT,MT,SBCY,04/01/2021,15:03:00,SIM,FINALIZADA,NÃO,0,1,NÃO,-15.650000 / -56.117500,2021-04-01 15:03:00,4.0,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SCF-NP,PRRMI,,AVIÃO,CESSNA AIRCRAFT,208B,C208,TURBOÉLICE,MONOMOTOR,3969,3969,11.0,2009.0,AVIÃO,TÁXI AÉREO,GOVERNADOR JORGE TEIXEIRA DE OLIVEIRA,MARECHAL RONDON,CORRIDA APÓS POUSO,TÁXI AÉREO,LEVE,0
4826,INCIDENTE,CONFINS - MG,MG,SBCF,04/01/2021,13:50:00,SIM,FINALIZADA,NÃO,0,1,NÃO,-19.6244444444 / -43.9719444444,2021-04-01 13:50:00,4.0,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,PRAQH,,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,23000,23000,75.0,2013.0,AVIÃO,REGULAR,TANCREDO NEVES,TENENTE-CORONEL AVIADOR CÉSAR BOMBONATO,SUBIDA,REGULAR,NENHUM,0
4827,ACIDENTE,GUARÁ - SP,SP,,05/01/2021,20:30:00,SIM,ATIVA,NÃO,0,1,NÃO,-20.40805556 / -47.77361111,2021-05-01 20:30:00,5.0,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP,PRTCE,,AVIÃO,LAVIASA,PA-25-235,PA25,PISTÃO,MONOMOTOR,1315,1315,1.0,1965.0,AVIÃO,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,ESPECIALIZADA,AGRÍCOLA,SUBSTANCIAL,0
4828,ACIDENTE,IRACEMA - RR,RR,,05/01/2021,20:07:00,SIM,ATIVA,NÃO,0,1,NÃO,2.572880 / -63.788730,2021-05-01 20:07:00,5.0,VOO CONTROLADO CONTRA O TERRENO,VOO CONTROLADO CONTRA O TERRENO,CFIT,PPCLD,,HELICÓPTERO,ROBINSON HELICOPTER,R44 II,R44,PISTÃO,MONOMOTOR,1134,1134,4.0,2009.0,HELICÓPTERO,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,VOO A BAIXA ALTURA,PRIVADA,SUBSTANCIAL,0
4829,INCIDENTE,CAMPO GRANDE - MS,MS,SSKG,06/01/2021,11:48:00,SIM,FINALIZADA,NÃO,0,1,NÃO,-20.599444 / -54.602500,2021-06-01 11:48:00,6.0,COLISÃO COM AVE,COLISÃO COM AVE,BIRD,PTOKJ,,AVIÃO,CESSNA AIRCRAFT,182Q,C182,PISTÃO,MONOMOTOR,1338,1338,4.0,1980.0,AVIÃO,PARTICULAR,ESTÂNCIA SANTA MARIA,TERUEL IPANEMA ESTÂNCIA,CIRCUITO DE TRÁFEGO,PRIVADA,LEVE,0
4830,INCIDENTE,BOA VISTA - RR,RR,SBBV,06/01/2021,21:41:00,SIM,FINALIZADA,NÃO,0,1,NÃO,02.84138 / -60.69221,2021-06-01 21:41:00,6.0,OUTROS,OUTROS,OTHR,PTLPG,,AVIÃO,BEECH AIRCRAFT,B200,BE20,TURBOÉLICE,BIMOTOR,5670,5670,10.0,1987.0,AVIÃO,PARTICULAR,MACA AERO,ATLAS BRASIL CANTANHEDE,TÁXI,PRIVADA,NENHUM,0
4831,INCIDENTE,GUARULHOS - SP,SP,SBGR,06/01/2021,12:48:00,SIM,FINALIZADA,NÃO,0,1,NÃO,-23.43194444444 / -46.46944444444,2021-06-01 12:48:00,6.0,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,PRYRJ,,,,,,,,0,0,,,,REGULAR,PORTO SEGURO,CONGONHAS,CRUZEIRO,REGULAR,NENHUM,0
4832,ACIDENTE,VILA VELHA - ES,ES,SIVU,06/01/2021,13:50:00,NÃO,ATIVA,NÃO,0,1,NÃO,-40.3325 / -20.4230,2021-06-01 13:50:00,6.0,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,PRWVW,,HELICÓPTERO,ROBINSON HELICOPTER,R44 II,R44,PISTÃO,MONOMOTOR,1134,1134,4.0,2010.0,HELICÓPTERO,PARTICULAR,GUARAPARI,JOÃO MONTEIRO,APROXIMAÇÃO FINAL,PRIVADA,DESTRUÍDA,2
4833,ACIDENTE,DIVINÓPOLIS - MG,MG,SNDV,06/01/2021,14:30:00,SIM,ATIVA,NÃO,0,1,NÃO,-20.18194 / -44.87,2021-06-01 14:30:00,6.0,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP,PPEMF,,AVIÃO,CESSNA AIRCRAFT,152,C152,PISTÃO,MONOMOTOR,757,757,2.0,1977.0,AVIÃO,INSTRUÇÃO,BRIGADEIRO CABRAL,BRIGADEIRO CABRAL,POUSO,INSTRUÇÃO,SUBSTANCIAL,0
4834,INCIDENTE GRAVE,CANTÁ - RR,RR,SWPD,07/01/2021,12:35:00,SIM,FINALIZADA,NÃO,0,1,NÃO,2.787180 / -60.596007,2021-07-01 12:35:00,7.0,POUSO SEM TREM,CONTATO ANORMAL COM A PISTA | POUSO SEM TREM,ARC,PPDPD,,AVIÃO,CESSNA AIRCRAFT,210N,C210,PISTÃO,MONOMOTOR,1724,1724,6.0,1979.0,AVIÃO,TÁXI AÉREO,POUSO DA ÁGUIA,POUSO DA ÁGUIA,POUSO,PRIVADA,LEVE,0
4835,INCIDENTE,GUARULHOS - SP,SP,SBGR,07/01/2021,02:05:00,SIM,FINALIZADA,NÃO,0,1,NÃO,-23.4355555555 / -46.4730555555,2021-07-01 02:05:00,7.0,COLISÃO COM FAUNA,COLISÃO COM FAUNA,WILD,PRMYK,,AVIÃO,AIRBUS INDUSTRIE,A320-214,A320,JATO,BIMOTOR,77000,77000,184.0,2010.0,AVIÃO,REGULAR,GOVERNADOR ANDRÉ FRANCO MONTORO,PRESIDENTE CASTRO PINTO,DECOLAGEM,REGULAR,LEVE,0
4836,INCIDENTE,GOVERNADOR VALADARES - MG,MG,SBGV,07/01/2021,15:31:00,SIM,FINALIZADA,NÃO,0,1,NÃO,-18.89694 / -41.98611,2021-07-01 15:31:00,7.0,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP,PTEFI,,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-721C,P32R,PISTÃO,MONOMOTOR,1633,1633,7.0,1976.0,AVIÃO,PARTICULAR,JUSCELINO KUBITSCHECK,CRISTIANO FERREIRA VARELLA,CRUZEIRO,PRIVADA,NENHUM,0
4837,INCIDENTE,CAMPO GRANDE - MS,MS,SBCG,08/01/2021,13:12:00,SIM,FINALIZADA,NÃO,0,1,NÃO,-20.4694444444 / -54.6702777777,2021-08-01 13:12:00,8.0,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,PSAED,,AVIÃO,YABORA INDUSTRIA AERONAUTICA S.A,ERJ 190-400,E295,JATO,BIMOTOR,61500,61500,0.0,2020.0,AVIÃO,REGULAR,VIRACOPOS,CAMPO GRANDE,POUSO,REGULAR,NENHUM,0
4838,INCIDENTE,BELO HORIZONTE - MG,MG,SBBH,08/01/2021,14:05:00,SIM,FINALIZADA,NÃO,0,1,NÃO,-19.85194 / -43.95055,2021-08-01 14:05:00,8.0,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO,SCF-NP,PRCRJ,,AVIÃO,PIPER AIRCRAFT,PA-34-220T,PA34,PISTÃO,BIMOTOR,2155,2155,6.0,2011.0,AVIÃO,PARTICULAR,BRIGADEIRO CABRAL,CARLOS DRUMMOND DE ANDRADE / PAMPULHA,APROXIMAÇÃO FINAL,PRIVADA,NENHUM,0
4839,INCIDENTE,FORTALEZA - CE,CE,SBFZ,09/01/2021,11:00:00,SIM,FINALIZADA,NÃO,0,1,NÃO,-3.77583 / -38.53222,2021-09-01 11:00:00,9.0,CONTATO ANORMAL COM A PISTAA,CONTATO ANORMAL COM A PISTA |,ARC,PPEFM,,HELICÓPTERO,HELIBRAS,AS 350 B2,AS50,TURBOEIXO,MONOMOTOR,2250,2250,6.0,2001.0,HELICÓPTERO,ADMINISTRAÇÃO DIRETA,PINTO MARTINS,PINTO MARTINS,ESTACIONAMENTO,POLICIAL,LEVE,0
4840,INCIDENTE GRAVE,CONCÓRDIA - SC,SC,SSCK,10/01/2021,13:00:00,SIM,FINALIZADA,NÃO,0,1,NÃO,\t-27.184167\t / \t-52.045\t,2021-10-01 13:00:00,10.0,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP,PUZUM,,AVIÃO,VANS,RV-04,,TURBOÉLICE,MONOMOTOR,680,680,2.0,,AVIÃO,EXPERIMENTAL,OLAVO CECCO RIGON,OLAVO CECCO RIGON,CIRCUITO DE TRÁFEGO,PRIVADA,LEVE,0
4841,INCIDENTE,SANTARÉM - PA,PA,SBSN,10/01/2021,03:26:00,SIM,FINALIZADA,NÃO,0,1,NÃO,-2.4225 / -54.7927777777,2021-10-01 03:26:00,10.0,COLISÃO COM AVE,COLISÃO COM AVE,BIRD,PRAXR,,AVIÃO,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,52290,52290,125.0,2013.0,AVIÃO,REGULAR,MAESTRO WILSON FONSECA,VAL DE CANS / JÚLIO CEZAR RIBEIRO,SUBIDA,REGULAR,NENHUM,0
4842,INCIDENTE,GUARULHOS - SP,SP,SBGR,11/01/2021,11:50:00,SIM,FINALIZADA,NÃO,0,1,NÃO,-23.4355555555 / -46.4730555555,2021-11-01 11:50:00,11.0,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,PRPDO,,,,,,,SEM TRAÇÃO,0,0,0.0,,,REGULAR,GOVERNADOR ANDRÉ FRANCO MONTORO,ESTADUAL DARIO GUARITA,SUBIDA,REGULAR,LEVE,0
4843,ACIDENTE,CANARANA - MT,MT,SWEK,13/01/2021,20:00:00,SIM,ATIVA,NÃO,0,1,SIM,-13.574685 / -52.268744,2021-01-13 20:00:00,1.0,EXCURSÃO DE PISTA,EXCURSÃO DE PISTA,RE,PTVIY,,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-810D,PA34,PISTÃO,BIMOTOR,2155,2155,7.0,1989.0,AVIÃO,PARTICULAR,,CANARANA,POUSO,PRIVADA,SUBSTANCIAL,0
4844,ACIDENTE,CANARANA - MT,MT,SWEK,13/01/2021,20:00:00,SIM,ATIVA,NÃO,0,1,SIM,-13.574685 / -52.268744,2021-01-13 20:00:00,1.0,POUSO BRUSCO,CONTATO ANORMAL COM A PISTA | POUSO BRUSCO,ARC,PTVIY,,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-810D,PA34,PISTÃO,BIMOTOR,2155,2155,7.0,1989.0,AVIÃO,PARTICULAR,,CANARANA,POUSO,PRIVADA,SUBSTANCIAL,0
4845,INCIDENTE GRAVE,CAMPO GRANDE - MS,MS,SSIE,14/01/2021,20:00:00,SIM,FINALIZADA,NÃO,0,1,NÃO,-20.603730 / -54.595104,2021-01-14 20:00:00,1.0,POUSO SEM TREM,CONTATO ANORMAL COM A PISTA | POUSO SEM TREM,ARC,PTWQZ,,AVIÃO,BEECH AIRCRAFT,V35B,BE35,PISTÃO,MONOMOTOR,1542,1542,6.0,1974.0,AVIÃO,PARTICULAR,,TERUEL IPANEMA ESTÂNCIA,POUSO,PRIVADA,LEVE,0
4846,INCIDENTE,NOVA LIMA - MG,MG,SJLY,14/01/2021,09:27:00,SIM,FINALIZADA,NÃO,0,1,NÃO,"-20,047222 / -43,961388",2021-01-14 09:27:00,1.0,OUTROS,OUTROS,OTHR,PTHYA,,HELICÓPTERO,HELIBRAS,AS 355 F2,AS55,TURBOEIXO,BIMOTOR,2540,2540,6.0,1992.0,HELICÓPTERO,TÁXI AÉREO,HELICENTRO BH,HELICENTRO BH,PARTIDA DO MOTOR,TÁXI AÉREO,NENHUM,0
4847,INCIDENTE,UBERLÂNDIA - MG,MG,SBUL,14/01/2021,22:40:00,SIM,FINALIZADA,NÃO,0,1,NÃO,-18.8836111111 / -48.2252777777,2021-01-14 22:40:00,1.0,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,PRAKD,,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,23000,23000,75.0,,AVIÃO,REGULAR,TENENTE-CORONEL AVIADOR CÉSAR BOMBONATO,TANCREDO NEVES,SUBIDA,REGULAR,NENHUM,0
4848,INCIDENTE,NOVA LIMA - MG,MG,SJLY,14/01/2021,09:27:00,SIM,FINALIZADA,NÃO,0,1,NÃO,-20.0472 / -43.96138,2021-01-14 09:27:00,1.0,OUTROS,OUTROS,OTHR,PTHYA,,HELICÓPTERO,HELIBRAS,AS 355 F2,AS55,TURBOEIXO,BIMOTOR,2540,2540,6.0,1992.0,HELICÓPTERO,TÁXI AÉREO,HELICENTRO BH,HELICENTRO BH,ESTACIONAMENTO,TÁXI AÉREO,NENHUM,0
4849,INCIDENTE GRAVE,IBITINGA - SP,SP,SDIG,17/01/2021,15:15:00,SIM,FINALIZADA,NÃO,0,1,NÃO,-21.747222 / -48.855833,2021-01-17 15:15:00,1.0,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,PTJFM,,AVIÃO,CESSNA AIRCRAFT,170A,C170,PISTÃO,MONOMOTOR,998,998,4.0,1951.0,AVIÃO,PARTICULAR,IBITINGA,IBITINGA,POUSO,INSTRUÇÃO,LEVE,0
4850,ACIDENTE,BARREIROS - PE,PE,,18/01/2021,21:20:00,SIM,ATIVA,NÃO,0,1,NÃO,-8.77361 / -35.31083,2021-01-18 21:20:00,1.0,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP,PTVGQ,,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-810D,PA34,PISTÃO,BIMOTOR,2155,2155,6.0,1988.0,AVIÃO,PARTICULAR,,ZUMBI DOS PALMARES,CRUZEIRO,PRIVADA,SUBSTANCIAL,0
4851,INCIDENTE,SÃO PAULO - SP,SP,SBSP,19/01/2021,16:20:00,SIM,FINALIZADA,NÃO,0,1,NÃO,-23.6261111111 / -46.6563888888,2021-01-19 16:20:00,1.0,FALHA DO MOTOR NO SOLO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR NO SOLO,SCF-PP,PRTYA,,AVIÃO,AIRBUS INDUSTRIE,A320-214,A320,JATO,BIMOTOR,77000,77000,184.0,2013.0,AVIÃO,REGULAR,CONGONHAS,EURICO DE AGUIAR SALLES,DECOLAGEM,REGULAR,LEVE,0
4852,INCIDENTE,PARÁ DE MINAS - MG,MG,SNPA,19/01/2021,20:10:00,SIM,FINALIZADA,NÃO,0,1,NÃO,-19.833611 / -44.601111,2021-01-19 20:10:00,1.0,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP,PRBTB,,AVIÃO,CESSNA AIRCRAFT,152,C152,PISTÃO,MONOMOTOR,757,757,,,AVIÃO,INSTRUÇÃO,PARÁ DE MINAS,PARÁ DE MINAS,DECOLAGEM,INSTRUÇÃO,NENHUM,0
4853,INCIDENTE GRAVE,CURITIBA - PR,PR,SBCT,19/01/2021,12:50:00,SIM,ATIVA,NÃO,0,2,NÃO,-25.53166666666 / -49.17611111111,2021-01-19 12:50:00,1.0,TRÁFEGO AÉREO,PERDA DE SEPARAÇÃO / COLISÃO EM VOO | TRÁFEGO AÉREO,MAC,PPMMS,,AVIÃO,CESSNA AIRCRAFT,208B,C208,TURBOÉLICE,MONOMOTOR,3969,3969,8.0,2004.0,AVIÃO,ADMINISTRAÇÃO DIRETA,BACACHERI,GOVERNADOR JOSÉ RICHA,SUBIDA,,NENHUM,0
4854,INCIDENTE GRAVE,CURITIBA - PR,PR,SBCT,19/01/2021,12:50:00,SIM,ATIVA,NÃO,0,2,NÃO,-25.53166666666 / -49.17611111111,2021-01-19 12:50:00,1.0,TRÁFEGO AÉREO,PERDA DE SEPARAÇÃO / COLISÃO EM VOO | TRÁFEGO AÉREO,MAC,PRGUC,,AVIÃO,BOEING COMPANY,737-8EH,B738,JATO,BIMOTOR,70533,70533,193.0,2010.0,AVIÃO,REGULAR,GOVERNADOR ANDRÉ FRANCO MONTORO,AFONSO PENA,PROCEDIMENTO DE APROXIMAÇÃO IFR,REGULAR,NENHUM,0
4855,INCIDENTE,SALVADOR - BA,BA,SBSV,20/01/2021,08:10:00,SIM,FINALIZADA,NÃO,0,1,NÃO,-12.9086111111 / -38.3225,2021-01-20 08:10:00,1.0,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP,PRYYC,,,AIRBUS INDUSTRIE,A320-251N,A320,JATO,BIMOTOR,79000,79000,,,,REGULAR,,CONGONHAS,CRUZEIRO,REGULAR,NENHUM,0
4856,INCIDENTE,JOINVILLE - SC,SC,SBJV,21/01/2021,19:00:00,SIM,FINALIZADA,NÃO,0,1,NÃO,-26.2230555555 / -48.7977777777,2021-01-21 19:00:00,1.0,FALHA DO MOTOR NO SOLO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR NO SOLO,SCF-PP,PRAXF,,AVIÃO,EMBRAER,ERJ 190-200 IGW,E190,TURBOEIXO,BIMOTOR,52290,52290,125.0,2012.0,AVIÃO,REGULAR,VIRACOPOS,LAURO CARNEIRO DE LOYOLA,TÁXI,REGULAR,NENHUM,0
4857,INCIDENTE,RECIFE - PE,PE,SBRF,21/01/2021,16:40:00,SIM,FINALIZADA,NÃO,0,1,NÃO,-8.12638888888 / -34.9227777777,2021-01-21 16:40:00,1.0,COM PARA-BRISAS / JANELA / PORTA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM PARA-BRISAS / JANELA / PORTA,SCF-NP,PRATW,,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,23000,23000,75.0,2012.0,AVIÃO,REGULAR,GUARARAPES - GILBERTO FREYRE,GOVERNADOR ALUÍZIO ALVES,SUBIDA,REGULAR,LEVE,0
4858,INCIDENTE,CAMPO GRANDE - MS,MS,SBCG,21/01/2021,22:20:00,SIM,FINALIZADA,NÃO,0,1,NÃO,-20.46305555555 / -54.67027777777,2021-01-21 22:20:00,1.0,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,PRTYR,,,,,,,SEM TRAÇÃO,0,0,0.0,,,REGULAR,GOVERNADOR ANDRÉ FRANCO MONTORO,JORGE CHÁVEZ INTERNATIONAL AIRPORT,CRUZEIRO,REGULAR,NENHUM,0
4859,ACIDENTE,LEME - SP,SP,,22/01/2021,11:50:00,SIM,ATIVA,NÃO,0,1,NÃO,-22.126333 / -47.357778,2021-01-22 11:50:00,1.0,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP,PTUTU,,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202A,IPAN,PISTÃO,MONOMOTOR,1800,1800,1.0,2005.0,AVIÃO,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,MANOBRA,AGRÍCOLA,SUBSTANCIAL,0
4860,INCIDENTE,CAMPINAS - SP,SP,SBKP,23/01/2021,15:30:00,SIM,FINALIZADA,NÃO,0,1,NÃO,-23.0069444444 / -47.1344444444,2021-01-23 15:30:00,1.0,COM COMANDOS DE VOO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM COMANDOS DE VOO,SCF-NP,PPRQY,,AVIÃO,CIA AERONAUTICA PAULISTA,CAP-4,PAUL,PISTÃO,MONOMOTOR,587,587,2.0,1946.0,AVIÃO,INSTRUÇÃO,FAZENDA VALE ELDORADO - DR JOSÉ DE AGUIAR LEME,FAZENDA VALE ELDORADO - DR JOSÉ DE AGUIAR LEME,CRUZEIRO,INSTRUÇÃO,NENHUM,0
4861,INCIDENTE,DIVINÓPOLIS - MG,MG,SNDV,23/01/2021,13:10:00,SIM,FINALIZADA,NÃO,0,1,NÃO,-20.181944 / -44.870000,2021-01-23 13:10:00,1.0,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SCF-NP,PUCJR,,ULTRALEVE,,MXP-740,ULAC,PISTÃO,MONOMOTOR,472,472,2.0,1997.0,ULTRALEVE,EXPERIMENTAL,BRIGADEIRO CABRAL,BRIGADEIRO CABRAL,POUSO,PRIVADA,LEVE,0
4862,INCIDENTE,CAMPINAS - SP,SP,SBKP,24/01/2021,19:00:00,SIM,FINALIZADA,NÃO,0,1,NÃO,-23.0069444444 / -47.1344444444,2021-01-24 19:00:00,1.0,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,PSAED,,AVIÃO,YABORA INDUSTRIA AERONAUTICA S.A,ERJ 190-400,E295,JATO,BIMOTOR,61500,61500,0.0,2020.0,AVIÃO,REGULAR,SENADOR PETRÔNIO PORTELLA,VIRACOPOS,POUSO,REGULAR,NENHUM,0
4863,ACIDENTE,PORTO NACIONAL - TO,TO,,24/01/2021,10:30:00,SIM,ATIVA,NÃO,0,1,NÃO,-10.183889 / -48.551389,2021-01-24 10:30:00,1.0,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,PTLYG,,AVIÃO,BEECH AIRCRAFT,95-B55,BE55,PISTÃO,BIMOTOR,2268,2268,6.0,1982.0,AVIÃO,PARTICULAR,ASSOCIAÇÃO TOCANTINENSE DE AVIAÇÃO,SANTA GENOVEVA/GOIÂNIA,DECOLAGEM,PRIVADA,SUBSTANCIAL,6
4864,INCIDENTE GRAVE,RESENDE - RJ,RJ,SDRS,24/01/2021,17:05:00,SIM,FINALIZADA,NÃO,0,1,NÃO,-22.477500 / -44.479722,2021-01-24 17:05:00,1.0,POUSO SEM TREM,CONTATO ANORMAL COM A PISTA | POUSO SEM TREM,ARC,PTEET,,AVIÃO,EMBRAER,EMB-810C,PA34,PISTÃO,BIMOTOR,2073,2073,6.0,1976.0,AVIÃO,PARTICULAR,JACAREPAGUÁ,RESENDE,POUSO,PRIVADA,LEVE,0
