ocorrencia_classificacao,ocorrencia_hora,total_aeronaves_envolvidas,ocorrencia_saida_pista,ocorrencia_tipo,ocorrencia_tipo_categoria,taxonomia_tipo_icao,aeronave_tipo_veiculo,aeronave_fabricante,aeronave_modelo,aeronave_tipo_icao,aeronave_motor_tipo,aeronave_motor_quantidade,aeronave_pmd,aeronave_pmd_categoria,aeronave_assentos,aeronave_ano_fabricacao,aeronave_registro_segmento,aeronave_voo_origem,aeronave_voo_destino,aeronave_fase_operacao,aeronave_tipo_operacao,aeronave_nivel_dano,aeronave_fatalidades_total
4583,INCIDENTE,15.0,1,NÃO,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SCF-NP,AVIÃO,EMBRAER,EMB-810D,PA34,PISTÃO,BIMOTOR,2155,2155,6.0,1986.0,PARTICULAR,FRANCISCO DE ASSIS,CARLOS PRATES,CORRIDA APÓS POUSO,PRIVADA,LEVE,0
4584,INCIDENTE,14.0,1,NÃO,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO,SCF-NP,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-720D,PA32,PISTÃO,MONOMOTOR,1633,1633,7.0,1985.0,TÁXI AÉREO,BREVES,VAL DE CANS / JÚLIO CEZAR RIBEIRO,CORRIDA APÓS POUSO,TÁXI AÉREO,LEVE,0
4585,INCIDENTE,14.0,1,NÃO,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SCF-NP,AVIÃO,CESSNA AIRCRAFT,208B,C208,TURBOÉLICE,MONOMOTOR,3969,3969,11.0,2001.0,ADMINISTRAÇÃO DIRETA,PRESIDENTE JUSCELINO KUBITSCHEK,GOVERNADOR ANDRÉ FRANCO MONTORO,POUSO,POLICIAL,LEVE,0
4586,INCIDENTE GRAVE,11.0,1,SIM,EXCURSÃO DE PISTA,EXCURSÃO DE PISTA,RE,AVIÃO,CESSNA AIRCRAFT,152,C152,PISTÃO,MONOMOTOR,757,757,2.0,1981.0,INSTRUÇÃO,AEROPORTO ESTADUAL DE JUNDIAÍ,AEROPORTO ESTADUAL DE JUNDIAÍ,CORRIDA APÓS POUSO,INSTRUÇÃO,NENHUM,0
4587,INCIDENTE GRAVE,13.0,1,NÃO,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO,SCF-NP,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711C,P28R,PISTÃO,MONOMOTOR,1202,1202,4.0,1976.0,PARTICULAR,MÁRIO DE ALMEIDA FRANCO,ANÁPOLIS,CORRIDA APÓS POUSO,PRIVADA,LEVE,0
4588,INCIDENTE GRAVE,23.0,1,NÃO,POUSO SEM TREM,CONTATO ANORMAL COM A PISTA | POUSO SEM TREM,ARC,AVIÃO,PIPER AIRCRAFT,PA-46R-350T,PA46,PISTÃO,MONOMOTOR,1969,1969,6.0,2008.0,PARTICULAR,DR. JOSÉ DE ARRUDA BOTELHO,DR. JOSÉ DE ARRUDA BOTELHO,POUSO,PRIVADA,LEVE,0
4589,INCIDENTE GRAVE,13.0,1,NÃO,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202,IPAN,PISTÃO,MONOMOTOR,1800,1800,1.0,2004.0,AGRÍCOLA,SANTA CRUZ DO SUL,PISTA DE POUSO EVENTUAL,SUBIDA,AGRÍCOLA,LEVE,0
4590,INCIDENTE,20.0,1,NÃO,PERDA DE CONTROLE NO SOLO,PERDA DE CONTROLE NO SOLO,LOC-G,AVIÃO,AIR TRACTOR,AT-502A,AT5T,TURBOÉLICE,MONOMOTOR,3629,3629,0.0,2019.0,AGRÍCOLA,PISTA DE POUSO  NÃO HOMOLOGADA,PRIMAVERA DO LESTE,CORRIDA APÓS POUSO,PRIVADA,LEVE,0
4591,INCIDENTE,19.0,1,NÃO,VAZAMENTO DE COMBUSTÍVEL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | VAZAMENTO DE COMBUSTÍVEL,SCF-NP,AVIÃO,BEECH AIRCRAFT,300,BE30,TURBOÉLICE,BIMOTOR,6350,6350,10.0,1986.0,ADMINISTRAÇÃO DIRETA,CARLOS DRUMMOND DE ANDRADE / PAMPULHA,CARLOS DRUMMOND DE ANDRADE / PAMPULHA,SUBIDA,INSTRUÇÃO,NENHUM,0
4592,INCIDENTE,16.0,1,NÃO,CONTATO ANORMAL COM A PISTAA,CONTATO ANORMAL COM A PISTA |,ARC,AVIÃO,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,52290,52290,125.0,2011.0,REGULAR,VIRACOPOS,HERCÍLIO LUZ,POUSO,REGULAR,LEVE,0
4593,ACIDENTE,20.0,1,NÃO,OPERAÇÃO A BAIXA ALTITUDE,OPERAÇÃO A BAIXA ALTITUDE,LALT,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201A,IPAN,PISTÃO,MONOMOTOR,1800,1800,1.0,1985.0,AGRÍCOLA,FORA DE AERODRAMO,FORA DE AERODRAMO,MANOBRA,AGRÍCOLA,SUBSTANCIAL,1
4594,ACIDENTE,18.0,1,NÃO,OPERAÇÃO A BAIXA ALTITUDE,OPERAÇÃO A BAIXA ALTITUDE,LALT,AVIÃO,AIR TRACTOR,AT-502B,AT5T,TURBOÉLICE,MONOMOTOR,3629,3629,1.0,2013.0,ESPECIALIZADA,FORA DE AERODRAMO,FORA DE AERODRAMO,MANOBRA,ESPECIALIZADA,SUBSTANCIAL,0
4595,ACIDENTE,18.0,1,NÃO,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,AVIÃO,AIR TRACTOR,AT-502B,AT5T,TURBOÉLICE,MONOMOTOR,3629,3629,1.0,2013.0,ESPECIALIZADA,FORA DE AERODRAMO,FORA DE AERODRAMO,MANOBRA,ESPECIALIZADA,SUBSTANCIAL,0
4596,INCIDENTE,4.0,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,AVIÃO,AIRBUS INDUSTRIE,A320-251N,A320,JATO,TRIMOTOR,79000,79000,184.0,2016.0,REGULAR,VIRACOPOS,GUARARAPES - GILBERTO FREYRE,CRUZEIRO,REGULAR,NENHUM,0
4597,ACIDENTE,20.0,1,NÃO,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-710C,P28B,PISTÃO,MONOMOTOR,1361,1361,4.0,1976.0,PARTICULAR,BELÉM/BRIGADEIRO PROTÁSIO DE OLIVEIRA,HANGAR COMANDANTE SALOMÃO ALCOLUMBRE,CRUZEIRO,PRIVADA,SUBSTANCIAL,0
4598,INCIDENTE,17.0,1,SIM,EXCURSÃO DE PISTA,EXCURSÃO DE PISTA,RE,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,770,770,3.0,1990.0,INSTRUÇÃO,BACACHERI,BACACHERI,DECOLAGEM,INSTRUÇÃO,NENHUM,0
4599,INCIDENTE,13.0,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,AVIÃO,BOEING COMPANY,737-7EH,B737,JATO,BIMOTOR,70080,70080,154.0,2009.0,REGULAR,GOVERNADOR ANDRÉ FRANCO MONTORO,MARECHAL RONDON,SUBIDA,REGULAR,NENHUM,0
4600,ACIDENTE,15.0,1,NÃO,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,AVIÃO,EMBRAER,EMB-810D,PA34,PISTÃO,BIMOTOR,2155,2155,6.0,1988.0,PARTICULAR,SANTO ANTÔNIO DE LEVERGER,NOVO PROGRESSO,CRUZEIRO,PRIVADA,SUBSTANCIAL,3
4601,INCIDENTE,13.0,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,23000,23000,0.0,2015.0,REGULAR,VIRACOPOS,PROFESSOR ERIBERTO MANOEL REINO,CRUZEIRO,REGULAR,NENHUM,0
4602,INCIDENTE,18.0,1,NÃO,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SCF-NP,AVIÃO,PIPER AIRCRAFT,PA-42-720,PAY3,TURBOÉLICE,BIMOTOR,5080,5080,9.0,1984.0,TÁXI AÉREO,HERCÍLIO LUZ,BACACHERI,CORRIDA APÓS POUSO,TÁXI AÉREO,LEVE,0
4603,INCIDENTE,21.0,1,NÃO,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SCF-NP,AVIÃO,CESSNA AIRCRAFT,U206F,C206,PISTÃO,MONOMOTOR,1633,1633,6.0,1976.0,TÁXI AÉREO,PALIMIÚ,ATLAS BRASIL CANTANHEDE,CORRIDA APÓS POUSO,TÁXI AÉREO,LEVE,0
4604,ACIDENTE,13.0,1,NÃO,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO,SCF-NP,AVIÃO,BEECH AIRCRAFT,C90A,BE9L,TURBOÉLICE,BIMOTOR,4377,4377,8.0,2001.0,PARTICULAR,CARLOS DRUMMOND DE ANDRADE / PAMPULHA,CAMPO DE MARTE,CORRIDA APÓS POUSO,PRIVADA,SUBSTANCIAL,0
4605,ACIDENTE,17.0,1,SIM,CONTATO ANORMAL COM A PISTAA,CONTATO ANORMAL COM A PISTA |,ARC,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,770,770,2.0,1992.0,INSTRUÇÃO,GUARATINGUETÁ,GUARATINGUETÁ,CORRIDA APÓS POUSO,INSTRUÇÃO,SUBSTANCIAL,0
4606,ACIDENTE,17.0,1,SIM,EXCURSÃO DE PISTA,EXCURSÃO DE PISTA,RE,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,770,770,2.0,1992.0,INSTRUÇÃO,GUARATINGUETÁ,GUARATINGUETÁ,CORRIDA APÓS POUSO,INSTRUÇÃO,SUBSTANCIAL,0
4607,INCIDENTE,22.0,1,NÃO,COM PARA-BRISAS / JANELA / PORTA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM PARA-BRISAS / JANELA / PORTA,SCF-NP,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,23000,23000,75.0,2012.0,REGULAR,TANCREDO NEVES,CONGONHAS,CRUZEIRO,REGULAR,NENHUM,0
4608,INCIDENTE GRAVE,11.0,1,NÃO,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO,SCF-NP,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711C,P28R,PISTÃO,MONOMOTOR,1202,1202,4.0,1976.0,PARTICULAR,AEROCLUBE DE SANTA CATARINA,CAMPO DE MARTE,POUSO,PRIVADA,LEVE,0
4609,INCIDENTE,11.0,1,NÃO,POUSO BRUSCO,CONTATO ANORMAL COM A PISTA | POUSO BRUSCO,ARC,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,56-B,PAUL,PISTÃO,MONOMOTOR,660,660,2.0,1963.0,INSTRUÇÃO,ESTADUAL ARTHUR SIQUEIRA,ESTADUAL ARTHUR SIQUEIRA,DECOLAGEM,INSTRUÇÃO,LEVE,0
4610,ACIDENTE,16.0,1,NÃO,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,AVIÃO,BEECH AIRCRAFT,C35,BE35,PISTÃO,MONOMOTOR,1225,1225,4.0,1951.0,PARTICULAR,NOSSA SENHORA DE FÁTIMA,FORA DE AERODRAMO,DECOLAGEM,PRIVADA,DESTRUÍDA,1
4611,INCIDENTE,20.0,1,NÃO,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-810D,PA34,PISTÃO,BIMOTOR,2155,2155,6.0,1995.0,ADMINISTRAÇÃO DIRETA,CAMPO DE MARTE,MÁRIO RIBEIRO,CRUZEIRO,,NENHUM,0
4612,INCIDENTE,16.0,1,NÃO,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SCF-NP,AVIÃO,PIPER AIRCRAFT,PA-28-161,PA34,PISTÃO,SEM TRAÇÃO,0,0,0.0,1979.0,INSTRUÇÃO,HERCÍLIO LUZ,BACACHERI,CORRIDA APÓS POUSO,INSTRUÇÃO,LEVE,0
4613,INCIDENTE,15.0,1,NÃO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,CTOL,AVIÃO,CESSNA AIRCRAFT,208B,C208,TURBOÉLICE,MONOMOTOR,3969,3969,11.0,1993.0,TÁXI AÉREO,JUÍNA,FORA DE AERODRAMO,POUSO,TÁXI AÉREO,LEVE,0
4614,INCIDENTE,18.0,1,NÃO,SUPERAQUECIMENTO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | SUPERAQUECIMENTO,SCF-PP,AVIÃO,CESSNA AIRCRAFT,152,C152,PISTÃO,MONOMOTOR,757,757,2.0,1978.0,INSTRUÇÃO,PARÁ DE MINAS,PARÁ DE MINAS,SUBIDA,INSTRUÇÃO,NENHUM,0
4615,INCIDENTE,18.0,1,NÃO,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP,AVIÃO,CESSNA AIRCRAFT,152,C152,PISTÃO,MONOMOTOR,757,757,2.0,2012.0,INSTRUÇÃO,PARÁ DE MINAS,PARÁ DE MINAS,SUBIDA,INSTRUÇÃO,NENHUM,0
4616,ACIDENTE,15.0,1,NÃO,INDETERMINADO,INDETERMINADO,UNK,AVIÃO,CESSNA AIRCRAFT,R182,C82R,PISTÃO,MONOMOTOR,1406,1406,4.0,1982.0,PARTICULAR,FORA DE AERODRAMO,FORA DE AERODRAMO,INDETERMINADA,,SUBSTANCIAL,0
4617,INCIDENTE GRAVE,17.0,1,NÃO,PANE SECA,COMBUSTÍVEL | PANE SECA,FUEL,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201A,IPAN,PISTÃO,MONOMOTOR,1800,1800,1.0,1980.0,AGRÍCOLA,PISTA DE POUSO  NÃO HOMOLOGADA,PISTA DE POUSO  NÃO HOMOLOGADA,MANOBRA,AGRÍCOLA,LEVE,0
4618,INCIDENTE,19.0,1,NÃO,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,23000,23000,75.0,2013.0,REGULAR,SANTA MARIA,GUARARAPES - GILBERTO FREYRE,CRUZEIRO,REGULAR,NENHUM,0
4619,ACIDENTE,10.0,1,NÃO,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP,AVIÃO,CESSNA AIRCRAFT,U206F,C206,PISTÃO,MONOMOTOR,1633,1633,6.0,1974.0,PARTICULAR,ESTÂNCIA SANTA MARIA,FAZENDA CAMPINAS,DECOLAGEM,PRIVADA,SUBSTANCIAL,0
4620,INCIDENTE,11.0,1,NÃO,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO,SCF-NP,AVIÃO,BOEING COMPANY,737-48E,737,JATO,BIMOTOR,65090,65090,192.0,2012.0,REGULAR,EDUARDO GOMES,PINTO MARTINS,DECOLAGEM,REGULAR,NENHUM,0
4621,INCIDENTE,23.0,1,NÃO,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP,AVIÃO,TWIN COMMANDER,681,AC80,TURBOÉLICE,BIMOTOR,4264,4264,7.0,1972.0,TÁXI AÉREO,GOVERNADOR JORGE TEIXEIRA DE OLIVEIRA,MARECHAL RONDON,DESCIDA,TÁXI AÉREO,NENHUM,0
4622,INCIDENTE,18.0,1,NÃO,OPERAÇÕES NO SOLO,OPERAÇÕES NO SOLO,[RAMP],HELICÓPTERO,EUROCOPTER FRANCE,EC 155 B1,EC55,TURBOEIXO,BIMOTOR,4920,4920,10.0,2008.0,PARTICULAR,CONGONHAS,CENTRO NACIONAL DE PÁRA-QUEDISMO,TÁXI,PRIVADA,NENHUM,0
4623,ACIDENTE,21.0,1,SIM,EXCURSÃO DE PISTA,EXCURSÃO DE PISTA,RE,AVIÃO,ISRAEL AIRCRAFT,GULFSTREAM 200,GALX,JATO,BIMOTOR,15808,15808,12.0,2006.0,PARTICULAR,CARLOS DRUMMOND DE ANDRADE / PAMPULHA,CARLOS DRUMMOND DE ANDRADE / PAMPULHA,DECOLAGEM,PRIVADA,SUBSTANCIAL,0
4624,INCIDENTE,23.0,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,AVIÃO,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,52290,52290,125.0,2011.0,REGULAR,SANTA GENOVEVA/GOIÂNIA,DEPUTADO LUÍS EDUARDO MAGALHÃES,PROCEDIMENTO DE APROXIMAÇÃO IFR,REGULAR,NENHUM,0
4625,ACIDENTE,21.0,1,NÃO,COLISÃO COM OBSTÁCULOS NO SOLO,COLISÃO NO SOLO | COLISÃO COM OBSTÁCULOS NO SOLO,GCOL,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711ST,P28T,PISTÃO,MONOMOTOR,1315,1315,4.0,1985.0,PARTICULAR,SANTA ROSA,SANTA ROSA,TÁXI,PRIVADA,SUBSTANCIAL,0
4626,INCIDENTE,16.0,1,NÃO,CONTATO ANORMAL COM A PISTAA,CONTATO ANORMAL COM A PISTA |,ARC,AVIÃO,PIPER AIRCRAFT,PA-34-220T,PA34,PISTÃO,BIMOTOR,2155,2155,6.0,1998.0,PARTICULAR,LAURO CARNEIRO DE LOYOLA,CARLOS DRUMMOND DE ANDRADE / PAMPULHA,POUSO,PRIVADA,LEVE,0
4627,INCIDENTE,12.0,1,SIM,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SCF-NP,AVIÃO,CESSNA AIRCRAFT,208B,C208,TURBOÉLICE,MONOMOTOR,3969,3969,11.0,2010.0,REGULAR,FAZ. SANTA MARIA DO PORTO DE CAPIVARA,MARECHAL RONDON,CORRIDA APÓS POUSO,REGULAR,NENHUM,0
4628,INCIDENTE,12.0,1,SIM,EXCURSÃO DE PISTA,EXCURSÃO DE PISTA,RE,AVIÃO,CESSNA AIRCRAFT,208B,C208,TURBOÉLICE,MONOMOTOR,3969,3969,11.0,2010.0,REGULAR,FAZ. SANTA MARIA DO PORTO DE CAPIVARA,MARECHAL RONDON,CORRIDA APÓS POUSO,REGULAR,NENHUM,0
4629,INCIDENTE,23.0,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,AVIÃO,EMBRAER,ERJ 190-400,E295,JATO,BIMOTOR,61500,61500,148.0,2019.0,REGULAR,SANTA GENOVEVA/GOIÂNIA,VIRACOPOS,CRUZEIRO,REGULAR,NENHUM,0
4630,ACIDENTE,13.0,1,NÃO,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,770,770,3.0,1990.0,INSTRUÇÃO,BAURU,BAURU,DECOLAGEM,INSTRUÇÃO,SUBSTANCIAL,0
4631,ACIDENTE,0.0,1,NÃO,INDETERMINADO,INDETERMINADO,UNK,HELICÓPTERO,ROBINSON HELICOPTER,R44 II,R44,PISTÃO,MONOMOTOR,1134,1134,4.0,2009.0,PARTICULAR,FORA DE AERODRAMO,FORA DE AERODRAMO,INDETERMINADA,,DESTRUÍDA,0
4632,INCIDENTE,18.0,1,NÃO,COM CARGAS EXTERNAS,COM CARGAS EXTERNAS,EXTL,HELICÓPTERO,EUROCOPTER FRANCE,AS 350 B2,AS50,TURBOEIXO,MONOMOTOR,2250,2250,6.0,2001.0,ADMINISTRAÇÃO DIRETA,FORA DE AERODROMO,MINISTRO VICTOR KONDER,MANOBRA,POLICIAL,NENHUM,0
4633,INCIDENTE GRAVE,13.0,1,NÃO,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP,AVIÃO,AMERICAN CHAMPION,7GCBC,CH7B,PISTÃO,MONOMOTOR,748,748,2.0,1977.0,PARTICULAR,ESTADUAL ARTHUR SIQUEIRA,FORA DE AERODRAMO,CRUZEIRO,PRIVADA,LEVE,0
4634,ACIDENTE,23.0,1,NÃO,INDETERMINADO,INDETERMINADO,UNK,AVIÃO,FLYER INDUSTRIA AERONAUTICA LTDA,RV-10,ZZZZ,PISTÃO,MONOMOTOR,1224,1224,4.0,2010.0,PARTICULAR,FORA DE AERODRAMO,FORA DE AERODRAMO,,PRIVADA,DESTRUÍDA,1
4635,INCIDENTE GRAVE,14.0,1,NÃO,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO,SCF-NP,AVIÃO,PIPER AIRCRAFT,PA-34-200,PA34,PISTÃO,BIMOTOR,1814,1814,6.0,1974.0,INSTRUÇÃO,SÍLVIO NAME JÚNIOR,SÍLVIO NAME JÚNIOR,POUSO,INSTRUÇÃO,LEVE,0
4636,INCIDENTE GRAVE,16.0,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,AVIÃO,BEECH AIRCRAFT,C35,BE35,PISTÃO,MONOMOTOR,1225,1225,6.0,1954.0,PARTICULAR,ANGRA DOS REIS,CAMPO DE MARTE,SUBIDA,PRIVADA,LEVE,0
4637,INCIDENTE,14.0,1,NÃO,COM TREM DE POUSO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | COM TREM DE POUSO,SCF-NP,HELICÓPTERO,SIKORSKY AIRCRAFT,S-76C,S76,TURBOEIXO,BIMOTOR,5307,5307,14.0,2007.0,TÁXI AÉREO,MACAÉ,PETROBRAS 65,APROXIMAÇÃO FINAL,TÁXI AÉREO,NENHUM,0
4638,INCIDENTE,23.0,1,NÃO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,,,,,PISTÃO,,0,0,0.0,2015.0,REGULAR,SALGADO FILHO,SANTOS DUMONT,APROXIMAÇÃO FINAL,REGULAR,NENHUM,0
4639,INCIDENTE GRAVE,16.0,1,NÃO,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,HELICÓPTERO,HELIBRAS,AS 350 B3,AS50,TURBOEIXO,MONOMOTOR,2250,2250,6.0,2000.0,ADMINISTRAÇÃO DIRETA,ARAPIRACA,ARAPIRACA,TÁXI,POLICIAL,NENHUM,0
4640,ACIDENTE,20.0,1,SIM,POUSO LONGO,EXCURSÃO DE PISTA | POUSO LONGO,RE,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-720D,PA32,PISTÃO,MONOMOTOR,1633,1633,7.0,1984.0,PARTICULAR,BELÉM/BRIGADEIRO PROTÁSIO DE OLIVEIRA,ALTAMIRA,CORRIDA APÓS POUSO,PRIVADA,SUBSTANCIAL,0
4641,ACIDENTE,14.0,1,NÃO,FUMAÇA NA CABINE,FOGO/FUMAÇA (SEM IMPACTO) | FUMAÇA NA CABINE,F-NI,AVIÃO,PIPER AIRCRAFT,PA-30,PA30,PISTÃO,BIMOTOR,1633,1633,6.0,1967.0,PARTICULAR,MOZARLÂNDIA,MINAÇU,CRUZEIRO,PRIVADA,SUBSTANCIAL,0
4642,INCIDENTE,17.0,1,NÃO,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SCF-NP,AVIÃO,CESSNA AIRCRAFT,172M,C172,PISTÃO,MONOMOTOR,1043,1043,4.0,1974.0,INSTRUÇÃO,JACAREPAGUÁ,JACAREPAGUÁ,DECOLAGEM,INSTRUÇÃO,NENHUM,0
4643,ACIDENTE,21.0,1,NÃO,FALHA DO MOTOR EM VOO,FALHA OU MAU FUNCIONAMENTO DO MOTOR | FALHA DO MOTOR EM VOO,SCF-PP,AVIÃO,CESSNA AIRCRAFT,152,C152,PISTÃO,MONOMOTOR,757,757,2.0,1982.0,INSTRUÇÃO,BACACHERI,BACACHERI,SUBIDA,INSTRUÇÃO,SUBSTANCIAL,0
4644,INCIDENTE,15.0,1,NÃO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,CTOL,HELICÓPTERO,HELIBRAS,AS 350 B2,AS50,TURBOEIXO,MONOMOTOR,2250,2250,6.0,2013.0,ADMINISTRAÇÃO DIRETA,FORA DE AERODROMO,FORA DE AERODROMO,PAIRADO,ESPECIALIZADA,LEVE,0
4645,INCIDENTE,14.0,1,NÃO,ESTOURO DE PNEU,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE | ESTOURO DE PNEU,SCF-NP,AVIÃO,CESSNA AIRCRAFT,182P,C182,PISTÃO,MONOMOTOR,1338,1338,4.0,1973.0,PARTICULAR,NASCIMENTO I,SOROCABA,CORRIDA APÓS POUSO,PRIVADA,LEVE,0
4646,ACIDENTE,19.0,1,NÃO,POUSO LONGO,EXCURSÃO DE PISTA | POUSO LONGO,RE,AVIÃO,INPAER INDUSTRIA PAULISTA E AERONÁUTICA,EXPLORER,ZZZZ,PISTÃO,MONOMOTOR,1200,1200,4.0,2013.0,PARTICULAR,FORA DE AERODRAMO,FORA DE AERODRAMO,POUSO,PRIVADA,SUBSTANCIAL,0
4647,ACIDENTE,18.0,1,NÃO,PERDA DE CONTROLE EM VOO,PERDA DE CONTROLE EM VOO,LOC-I,PLANADOR,PZL-BIELSKO,SZD-48-3,GLID,SEM TRAÇÃO,SEM TRAÇÃO,540,540,1.0,1989.0,PARTICULAR,FORMOSA,FORMOSA,APROXIMAÇÃO FINAL,PRIVADA,SUBSTANCIAL,1
