codigo_ocorrencia4,recomendacao_conteudo,recomendacao_status,recomendacao_destinatario_sigla,recomendacao_dias_para_feedback
944,77840,"Atuar junto à Asas de Socorro, a fim de enfatizar àquela organização a importância de se observar o previsto no RBAC 175 (Transporte de artigos perigosos em aeronaves civis), e suas respectivas IS, e no DOC 9284-AN/905 da ICAO, sempre que houver a necessidade de se transportar carga em alguma de suas aeronaves.",CUMPRIDA,ANAC,30.0
945,77840,"Atuar junto à Fundação Nacional do índio (FUNAI), a fim de estimular aquele órgão a solicitar a essa Agência o registro das pistas e áreas de pouso e decolagem localizadas dentro de terras indígenas, uma vez que o apoio Aéreo ? de suma importância para o cumprimento das atribuições institucionais de tal Funda??o.",CUMPRIDA,ANAC,30.0
946,77841,"Divulgar os ensinamentos colhidos na presente investigação, com a finalidade de alertar pilotos e organizações de manutenção quanto aos riscos associados à execução de serviços de manutenção que não atendam às especificações contidas nos manuais, ordens técnicas e boletins dos fabricantes.",CUMPRIDA,ANAC,9.0
947,77841,"Atuar junto ao operador da aeronave, a fim de que ele, como responsável primário pela operação e aeronavegabilidade de suas aeronaves, aperfeiçoe seus mecanismos de supervisão gerencial, no âmbito técnico/administrativo, com o objetivo de manter atualizados os registros dos serviços de manutenção realizados, conforme os requisitos estabelecidos pela Autoridade de Aviação Civil.",AGUARDANDO RESPOSTA,ANAC,
948,77847,"ATUAR JUNTO à XINGU AERO AGRíCOLA LTDA., A FIM DE REFORçAR àQUELE OPERADOR A IMPORTâNCIA E A OBRIGATORIEDADE DO CUMPRIMENTO DO CóDIGO BRASILEIRO DE AERONáUTICA (LEI 7.565) ART. 88, SOBRETUDO NO QUE DIZ RESPEITO à COMUNICAçãO DE QUALQUER OCORRêNCIA AERONáUTICA E OS CRITéRIOS PARA REMOçãO E REPARO DE AERONAVE ACIDENTADA.",CUMPRIDA,ANAC,112.0
949,77847,"DIVULGAR OS ENSINAMENTOS COLHIDOS NA PRESENTE INVESTIGAçãO, A FIM DE ALERTAR PILOTOS E OPERADORES DA AVIAçãO AGRíCOLA SOBRE A IMPORTâNCIA DE CONTROLAR A ADEQUADA UTILIZAçãO E SELEçãO DOS TANQUES DA AERONAVE, COM O INTUITO DE EVITAR APAGAMENTO DO MOTOR OCASIONADO POR FALTA DE COMBUSTíVEL.",CUMPRIDA,ANAC,21.0
950,77852,"Divulgar os ensinamentos colhidos na presente investigação, com a finalidade de alertar os operadores e proprietários de aeronaves, quanto aos riscos associados à execução da atividade aérea sem a fiel observância das normas operacionais, regulamentos ou regras de tráfego aéreo, notadamente na operação sem habilitação para tal.",CUMPRIDA,ANAC,10.0
951,77861,"Atuar junto à Vale S.A., a fim de enfatizar o previsto no Art. 88-N do Código Brasileiro de Aeronáutica (CBA) que é vedada’, salvo as exceções estabelecidas, a remoção de aeronaves acidentadas, ou de suas partes, do local da ocorrência sem a devida autorização da autoridade de investigação SIPAER.",CUMPRIDA,ANAC,20.0
952,77864,"Divulgar os ensinamentos colhidos na presente investigação, a fim de alertar operadores e pilotos da aviação agrícola quanto à importância de realizar os cálculos de peso e balanceamento, levando em consideração a relação entre a capacidade de peso máximo do tanque de produtos (hopper) e o peso máximo de decolagem das aeronaves.",CUMPRIDA,ANAC,8.0
953,77868,"Divulgar os ensinamentos colhidos na presente investigação, a fim de alertar pilotos eoperadores da aviação civil brasileira que operem a aeronave Robinson R22 Beta, sobre aimportância de se manter ligado o sistema do governador de sobrevelocidade durante suaoperação.",CUMPRIDA,ANAC,8.0
954,77878,"Atuar junto à empresa Tenoar Aviação Agrícola Ltda., no sentido de que aquele operador oriente seus pilotos quanto ao estrito cumprimento dos procedimentos operacionais das suas aeronaves, notadamente quanto à importância do aviso de estol ativo para a realização das manobras típicas do voo de aplicação de defensivos agrícolas, tendo como objetivo coibir os hábitos e as atitudes que possam fragilizar a segurança operacional.",CUMPRIDA,ANAC,61.0
955,77878,"Atuar junto à empresa Tenoar Aviação Agrícola Ltda., no sentido de que aquele operador assegure que seus pilotos conheçam as limitações operacionais das aeronaves operadas pela empresa, particularmente no que concerne à proibição de manobras acrobáticas, tanto pela certificação da aeronave quanto pela certificação da empresa.",CUMPRIDA,ANAC,61.0
956,77878,"Atuar junto à Tenoar Aviação Agrícola Ltda., no sentido de que aquele operador aprimore seus mecanismos de supervisão gerencial destinados a identificar desvios em relação aos procedimentos operacionais da empresa, assim como àqueles aplicáveis à operação e às limitações de suas aeronaves.",CUMPRIDA,ANAC,61.0
957,77878,"Divulgar os ensinamentos colhidos na presente investigação, buscando alertar os pilotos que atuam na aviação agrícola sobre os riscos decorrentes da execução de manobras à baixa altura, com velocidades próximas à de estol, assim como quanto à importância de se conhecer e respeitar os limites definidos nos manuais técnicos das aeronaves operadas.",CUMPRIDA,ANAC,4.0
958,77893,"Divulgar  os  ensinamentos  colhidos  na  presente  investigação,  a  fim  de  alertar  pilotos  e operadores da aviação civil brasileira sobre a importância do correto planejamento de voo, sobretudo no que diz respeito aos aspectos relacionados à performance da aeronave na decolagem e subida e à escolha da cabeceira para a operação.",,ANAC,
959,77895,"Divulgar  o  conteúdo  deste  Relatório  Final,  a  fim  de  alertar  os  pilotos  da  Aviação  Geral quanto aos riscos associados à operação em condições meteorológicas adversas.",,ANAC,
960,77905,"Atuar junto à empresa Amazonaves Táxi Aéreo Ltda., a fim de que este operador assegure que seus tripulantes estejam recebendo treinamento adequado, bem como de que eles estejam familiarizados com os procedimentos de emergência da aeronave C-98 Caravan, incluindo os memory items, especialmente para as situações de emergência com falha do motor em voo e pouso forçado.",CUMPRIDA,ANAC,118.0
961,77933,"Atuar junto à empresa Dilopes Aviação Agrícola LTDA., a fim de que aquele operador aperfeiçoe seus mecanismos de planejamento de voo e treinamento de pilotos, visando incrementar os níveis de competência e segurança operacional requeridos para o desempenho de suas atividades, principalmente no que tange aos riscos decorrentes da operação de pista de pouso molhadas e não pavimentadas.",CUMPRIDA,ANAC,78.0
962,77977,"Atuar junto ? organiza??o de manutenção Nacional manutenção de Aeronaves Ltda., a fim de que essa institui??o demonstre que possui e aplica todos os recursos necess?rios ? adequada presta??o de serviços de manutenção e escritura??o das aeronaves CESSNA AIRCRAFT, modelo 172B, conforme preconiza a legisla??o em vigor, os respectivos manuais t?cnicos e a Lista de Capacidades da empresa.",AGUARDANDO RESPOSTA,ANAC,
963,77985,,CUMPRIDA,ANAC,
964,77995,"Divulgar os ensinamentos colhidos na presente investigação, com a finalidade de alertar os operadores de aeronaves da aviação geral quanto aos riscos associados à execução da atividade aérea sem a fiel observância das normas operacionais, em especial, no que diz respeito aos limites de peso máximo de decolagem.",AGUARDANDO RESPOSTA,ANAC,
965,78018,"ATUAR JUNTO AO AEROCLUBE DE BAURU, A FIM DE QUE AQUELE OPERADOR APRIMORE OS TREINAMENTOS DISPONIBILIZADOS A SEUS TRIPULANTES, SOBRETUDO NO QUE DIZ RESPEITO à PADRONIZAçãO E àS CORRETAS TéCNICAS DE INSTRUçãO, E ORIENTE OS INSTRUTORES A SEREM CONSERVATIVOS, DE MODO A EVITAR QUE OS ERROS DOS ALUNOS SE APROXIMEM DO PONTO DE IRREVERSIBILIDADE DE UM ACIDENTE.",CUMPRIDA,ANAC,200.0
966,78018,"ATUAR JUNTO AO DEPARTAMENTO AEROVIáRIO DO ESTADO DE SãO PAULO (DAESP), A FIM DE QUE AQUELE OPERADOR IMPLEMENTE MELHORIAS NA INFRAESTRUTURA DO AERóDROMO DE BAURU - AREALVA (SBAE), VISANDO EVITAR QUE AS ESTRUTURAS QUE CIRCUNDAM O CAMPO TORNEM-SE OBSTáCULOS àS AERONAVES QUE VENHAM A EXPERIMENTAR UMA EXCURSãO DE PISTA.",CUMPRIDA,ANAC,39.0
967,78031,"Atuar junto à EJ Escola de Aeronáutica Ltda. ME e ao Aeroclube de Itápolis, a fim de que o SGSO implantado naquelas instituições efetivamente envolva os seus funcionários, alunos e prestadores de serviços na prevenção das ocorrências aeronáuticas, salientando a importância dos Reportes Voluntários na promoção de uma cultura voltada para a segurança de voo.",CUMPRIDA,ANAC,228.0
968,78031,"Atuar junto à EJ Escola de Aeronáutica Ltda. ME e ao Aeroclube de Itápolis, a fim de que sejam padronizadas, por meio de acordos ou manuais conjuntos, os tipos de operação das aeronaves no circuito de tráfego local, fazendo constar as referências visuais para as posições no circuito, as mensagens de posição compulsórias, os procedimentos para as emergências, falhas de comunicação e mudança de pista, bem como os procedimentos previstos para operações mistas, se for o caso.",CUMPRIDA,ANAC,228.0
969,78031,"Atuar junto à EJ Escola de Aeronáutica Ltda. ME e ao Aeroclube de Itápolis, a fim de avaliar a efetividade dos seus Sistemas de Gerenciamento da Segurança Operacional, bem como do trabalho dos seus Gestores de Segurança Operacional, em especial quanto à gestão dos Reportes Voluntários e à qualidade do Gerenciamento de Riscos à Segurança Operacional, conforme determina o capítulo 2 do modelo de MGSO determinado pela ANAC.",CUMPRIDA,ANAC,228.0
970,78031,"Atuar junto à EJ Escola de Aeronáutica Ltda. ME e ao Aeroclube de Itápolis, a fim de que, conjuntamente, estas instituições realizem uma análise de risco sobre a realização de voos de instrução com aproximações de 180 e 360 graus concomitante a tráfegos executando circuitos normais (perna base e reta final) e “IFR simulados”, de maneira a facilitar a identificação dos perigos e a implementação de medidas mitigadoras adequadas.",CUMPRIDA,ANAC,228.0
971,78031,"Atuar junto à EJ Escola de Aeronáutica Ltda. ME e ao Aeroclube de Itápolis, a fim de que, conjuntamente, estas instituições realizem uma análise de risco sobre a realização de voos de instrução com aproximações de 180 e 360 graus concomitante a tráfegos executando circuitos normais (perna base e reta final) e “IFR simulados”, de maneira a facilitar a identificação dos perigos e a implementação de medidas mitigadoras adequadas.",CUMPRIDA,DECEA,169.0
972,78031,"Atuar junto à administração do Aeródromo de Itápolis, a fim de que seja elaborado o pedido formal de implantação de uma Frequência de Coordenação de Aeródromo (FCA) exclusiva.",CUMPRIDA,DECEA,169.0
973,78033,"Atuar junto à empresa Boeing Company, fabricante da aeronave, a fim de verificar a eficácia das inspeções obrigatórias de controle de qualidade a serem aplicadas no aft trunnion pin e em peças similares, após o processo de retífica da camada de cromo, principalmente no que tange ao previsto no Standard Overhaul Pratices Manual, Grinding of Chrome Plated Parts 20-10-04, item 4, Quality Control.",AGUARDANDO RESPOSTA,ANAC,
974,78052,"Atuar junto à Escola Paranaense de Aviação, a fim de que esse Centro de Instrução, por ocasião dos treinamentos oferecidos a seus tripulantes, avalie a eficácia das técnicas de ensino prático de voo ministrada por seus instrutores, no tocante ao pouso e ao controle da aeronave no solo.",CUMPRIDA,ANAC,214.0
975,78052,"Atuar junto à Escola Paranaense de Aviação, a fim de que esse Centro de Instrução avalie a eficácia de seus processos de avaliação do piloto-aluno na prática de voo, no tocante à análise do desempenho do instruendo, conforme os níveis de aprendizagem e os aspectos a serem observados na conduta dos alunos previstos no MCA 58-3/2004.",CUMPRIDA,ANAC,214.0
976,78055,"Atuar junto à Aero Star Táxi Aéreo Ltda. no sentido de certificar-se de que as inspeções nas aeronaves, modelo Cessna 310R, estão sendo realizadas de acordo com os procedimentos previstos nos Manuais de Manutenção, principalmente nos itens destinados à identificação de corrosão no sistema do trem de pouso.",CUMPRIDA,ANAC,293.0
977,78055,"Divulgar aos operadores/mantenedores das aeronaves modelo Cessna 310R os ensinamentos colhidos na presente investigação, quanto à necessidade do fiel cumprimento do respectivo Programa de Manutenção Aprovado, para efeito de identificação de corrosão do sistema do trem de pouso, principalmente, quando a aeronave operar em áreas sujeitas a um elevado grau de salinidade.",CUMPRIDA,ANAC,293.0
978,78081,"Realizar gestões junto ao Aeroclube de Ponta Grossa para o aprimoramento do gerenciamento e do processo de instrução aérea, por meio do adequado preenchimento e acompanhamento das fichas de voo, padronização dos instrutores, observância dos limites previstos e participação em eventos de segurança operacional.",CUMPRIDA,ANAC,180.0
979,78081,Atuar junto ao administrador do Aeródromo Comandante Antônio Amilton Beraldo (SBPG) no tocante à adequação das bases de concreto das luzes de iluminação e balizamento do aeródromo de acordo com a legislação em vigor.,CUMPRIDA,ANAC,82.0
980,78103,"ATUAR JUNTO à TAM LINHAS AéREAS S/A (LATAM BRASIL), A FIM DE QUE A EMPRESA REFORCE EM SEUS TREINAMENTOS O RECOMENDADO PELA AIRBUS POR MEIO DO OPERATIONS TRAINING TRANSMISSION 999.0113/17 REV 00, DE 22JAN2018, DESTACANDO A NECESSIDADE DE SE ENFATIZAR AS TéCNICAS PARA ENTREGAR OU ASSUMIR O CONTROLE DA AERONAVE.",CUMPRIDA,ANAC,56.0
981,78103,"DIVULGAR OS ENSINAMENTOS COLHIDOS NA PRESENTE INVESTIGAçãO, A FIM DE ALERTAR PILOTOS E OPERADORES DAS AERONAVES A318, A319, A320, A321, A330, A340, A350 E A380, DESTACANDO A NECESSIDADE DE SE ENFATIZAR AS TéCNICAS PARA ENTREGAR OU ASSUMIR O CONTROLE DA AERONAVE, CONFORME O OPERATIONS TRAINING TRANSMISSION 999.0113/17 REV 00, 22JAN2018.",CUMPRIDA,ANAC,19.0
982,78137,"Atuar junto ao Aeroclube de Eldorado do Sul, a fim de que aquele operador aprimore as técnicas de instrução de seus instrutores de voo, especialmente no que se refere a necessidade de eventualmente intervir nos comandos da aeronave, para evitar que os alunos efetuem pousos bruscos repetidamente, mitigando o desgaste prematuro dos componentes do trem de pouso.",CUMPRIDA,ANAC,276.0
983,78137,"Atuar junto ao Aeroclube de Eldorado do Sul, a fim de verificar os efetivos lançamentos dos registros de ocorrências e discrepâncias técnicas no Diário de Bordo das aeronaves, por parte de seus pilotos, conforme previsto na legislação em vigor.",AGUARDANDO RESPOSTA,ANAC,
984,78147,"DIVULGAR OS ENSINAMENTOS COLHIDOS NA PRESENTE INVESTIGAçãO, A FIM DE ALERTAR AOS PILOTOS E OPERADORES, SOBRETUDO AOS QUE UTILIZAM O MOTOR CONTINENTAL, MODELO O-200-A(48), SOBRE OS RISCOS DO VOO EM CONDIçõES ATMOSFéRICAS PROPíCIAS à FORMAçãO DE GELO, BEM COMO PARA OS PROCEDIMENTOS PREVISTOS EM CHECKLIST PARA ESSA CIRCUNSTâNCIA.",CUMPRIDA,ANAC,13.0
985,78160,"Atuar junto à Organização de Manutenção ABA Manutenção Aeronáutica, a fim de que aquela om aperfeiçoe seus mecanismos administrativos e operacionais de controle dos serviços de manutenção executados, bem como de suas escriturações, de maneira a evitar discrepâncias entre os registros constantes nas cadernetas de motor e de hélice e nas Ordens de Serviço (OS).",CUMPRIDA,ANAC,126.0
986,78160,"Divulgar os ensinamentos colhidos na presente investigação, a fim de alertar pilotos, operadores e mantenedores da aviação civil brasileira sobre a importância de realizar inspeção da tampa do bocal de abastecimento de óleo lubrificante do motor das aeronaves modelo EMB-711ST, por ocasião das inspeções programadas e durante o pré-voo, com o objetivo de identificar falhas no travamento.",CUMPRIDA,ANAC,15.0
987,78162,"Atuar junto à Rota do Sol Táxi Aéreo Ltda., a fim de adequar o Programa de Treinamento Operacional e o Manual de Procedimentos Operacionais Padronizados adotados pelo operador, notadamente no que se refere à capacitação e treinamento dos tripulantes para operação single pilot, quando aplicáveis às aeronaves da frota.",CUMPRIDA,ANAC,195.0
988,78162,"Divulgar os ensinamentos colhidos na presente investigação, a fim de alertar pilotos e operadores da aviação civil brasileira que operam sob as regras do RBAC nº 135, notadamente no que diz respeito aos procedimentos para a operação single pilot.",CUMPRIDA,ANAC,13.0
989,78175,"Divulgar os ensinamentos colhidos nesta investigação, com a finalidade de alertar os operadores de aeronaves da aviação geral quanto aos riscos associados à execução da atividade aérea sem o fiel cumprimento dos requisitos estabelecidos nos regulamentos em vigor, notadamente na realização de pouso em local não homologado/registrado.",CUMPRIDA,ANAC,9.0
990,78176,"Divulgar os ensinamentos colhidos com a presente investigação, a fim de alertar pilotos e operadores da aviação civil brasileira sobre a importância do fortalecimento das barreiras e defesas necessárias à mitigação do erro humano e limitação de suas consequências.",AGUARDANDO RESPOSTA,ANAC,
991,78183,"Atuar junto à clínica credenciada N° 35, a fim de verificar a conformidade de seus processos com o previsto pela legislação em vigor, notadamente quanto à utilização de testes psicológicos validados pelo Conselho Federal de Psicologia (CFP) e na emissão de resultados coerentes com as conclusões dos testes realizados.",AGUARDANDO RESPOSTA,ANAC,
992,78183,"Divulgar os ensinamentos colhidos na presente investigação, com o objetivo de alertar pilotos e operadores da aviação civil brasileira sobre riscos decorrentes da operação sob VFR quando em condições IMC.",CUMPRIDA,ANAC,15.0
993,78198,"Divulgar os ensinamentos colhidos na presente investigação, de forma a alertar os pilotos da aviação leve esportiva quanto às técnicas recomendadas para as operações de pouso com ventos fortes de través.",CUMPRIDA,ANAC,35.0
994,78200,"Divulgar os ensinamentos colhidos na presente investigação, a fim de alertar pilotos e operadores da aviação civil brasileira, sobre os riscos da realização de procedimentos de pouso quando condições climáticas propícias à formação de windshear (tempestades, pancadas de chuva, virga) estiverem ocorrendo nas proximidades do aeródromo.",AGUARDANDO RESPOSTA,ANAC,
995,78235,"Atuar junto ao operador Camejo Táxi Aéreo Ltda., a fim de avaliar a sobrecarga de trabalho dos tripulantes da empresa, devido ao acúmulo das funções administrativas com as operacionais.",CUMPRIDA,ANAC,76.0
996,78235,"Atuar junto ao operador Camejo Táxi Aéreo Ltda., a fim de reavaliar a adequabilidade e o cumprimento do Manual do Gerenciamento da Segurança Operacional (MGSO) daquele operador, sobretudo no que diz respeito à periodicidade das reuniões entre os membros da empresa e seu GSO, visando o aprimoramento da comunicação entre os pilotos, demais funcionários e a diretoria.",CUMPRIDA,ANAC,76.0
997,78256,"Realizar gestões junto ao Aeroclube Regional de Maringá, no intuito de reforçar anecessidade do correto registro de horas nas cadernetas de célula, motor e hélice dasaeronaves, conforme preconizado pela Instrução Suplementar (IS) 43.9-003B, de20FEV2020.",CUMPRIDA,ANAC,223.0
998,78296,"ATUAR JUNTO AO AEROCLUBE DE BRAGANCA PAULISTA, A FIM DE ASSEGURAR QUE AS FASES DE PRé-SOLO (PS) SEJAM CORRETAMENTE EXECUTADAS ANTES DA LIBERAçãO DO ALUNO PARA O VOO SOLO.",CUMPRIDA,ANAC,74.0
999,78296,"ESTUDAR A REVISãO DOS MANUAIS DOS CURSOS DE PILOTO, A FIM DE GARANTIR, àS INSTITUIçõES DE FORMAçãO DE PILOTOS, A PADRONIZAçãO DOS PROCEDIMENTOS DE AVALIAçãO E ENSINO, SOBRETUDO NA DEFINIçãO CLARA DOS NíVEIS DE APRENDIZAGEM A SEREM ATINGIDOS EM CADA ETAPA.",CUMPRIDA,ANAC,74.0
1000,78314,"DIVULGAR OS ENSINAMENTOS COLHIDOS NA PRESENTE INVESTIGAçãO, A FIM DE ALERTAR PILOTOS E OPERADORES DA AVIAçãO CIVIL BRASILEIRA, EM ESPECIAL AOS QUE OPERAM AERONAVES DE ASAS ROTATIVAS, SOBRE OS RISCOS DECORRENTES DE OPERAçõES EM áREAS RESTRITAS CUJO PLANEJAMENTO NãO CONSIDERE CORRETAMENTE OS OBSTáCULOS PRESENTES NO TERRENO, BEM COMO A DIREçãO E INTENSIDADE DO VENTO.",CUMPRIDA,ANAC,22.0
1001,78338,"ATUAR JUNTO à AEROBRAN TáXI AéREO LTDA., A FIM DE ASSEGURAR QUE AQUELA ORGANIZAçãO APERFEIçOE SEUS MECANISMOS DE EXECUçãO E CONTROLE DOS REGISTROS DE DISCREPâNCIAS OBSERVADAS EM SUAS AERONAVES ANTES, DURANTE E APóS OS VOOS.",CUMPRIDA,ANAC,177.0
1002,78338,"ATUAR JUNTO à AEROBRAN TáXI AéREO LTDA., A FIM DE QUE AQUELA ORGANIZAçãO ASSEGURE QUE SEUS TRIPULANTES UTILIZEM OS CHECKLISTS DAS AERONAVES EM TODAS AS FASES DE OPERAçãO EM QUE é EXIGIDA A SUA CONSULTA.",CUMPRIDA,ANAC,177.0
1003,78341,"Atuar junto ao operador do Aeródromo Eduardo Gomes (SBEG), a fim de que seja otimizado o fluxo de informações acerca da quantidade de chuva sobre o aeródromo, de modo que a inspeção de pista seja realizada de forma oportuna e eficaz.",AGUARDANDO RESPOSTA,ANAC,
1004,78341,"Atuar junto ao operador do Aeródromo Eduardo Gomes (SBEG), a fim de que sua equipe do Serviço Contra Incêndio evite o uso do Código Q nas comunicações com a TWR-EG.",AGUARDANDO RESPOSTA,ANAC,
1005,78341,"Divulgar os ensinamentos colhidos na presente investigação, a fim de alertar os operadores de aeródromo que possuam EMS (Estação Meteorológica de Superfície) sobre a importância em se ter um fluxo operacionalizado de informações acerca da quantidade de chuva sobre o aeródromo, proporcionando que a inspeção de pista seja realizada de forma adequada e eficaz.",AGUARDANDO RESPOSTA,ANAC,
1006,78341,"Atuar junto ao DTCEA-EG, a fim de que seus controladores, efetivamente, realizem os procedimentos previstos para mudança de pista, tão logo seja necessário, bem como que comuniquem aos pilotos informações relevantes como a mudança de pista em uso, principalmente quando for relacionada às condições meteorológicas.",AGUARDANDO RESPOSTA,DECEA,
1007,78341,"Divulgar os ensinamentos colhidos na presente investigação, a fim de alertar os Destacamentos de Controle do Espaço Aéreo, que possuam Serviço de Controle de Tráfego Aéreo, sobre a importância de seus controladores, efetivamente, realizarem os procedimentos previstos para mudança de pista, tão logo seja necessário, bem como comunicarem aos pilotos informações relevantes como a mudança de pista em uso, principalmente quando for sobre as condições meteorológicas.",AGUARDANDO RESPOSTA,DECEA,
1008,78341,"Atuar junto ao DTCEA-EG, a fim de que se providencie a instalação de câmeras CCTV que possibilitem a visualização da cabeceira 11 pelos controladores da TWR-EG.",AGUARDANDO RESPOSTA,DECEA,
1009,78341,"Atuar junto DTCEA-EG, a fim de que seus controladores de voo evitem o uso do Código Q nas comunicações internas, especialmente nas realizadas por telefonia.",AGUARDANDO RESPOSTA,DECEA,
1010,78341,"Divulgar os ensinamentos colhidos na presente investigação, a fim de que os controladores de voo dos Destacamentos de Controle do Espaço Aéreo, que possuam Serviço de Controle de Tráfego Aéreo, evitem utilizar o uso do Código Q nas comunicações internas, especialmente nas realizadas por telefonia.",AGUARDANDO RESPOSTA,DECEA,
1011,78341,"Avaliar a possibilidade de normatizar as ações, por parte dos órgãos de Serviço ou Controle de Tráfego Aéreo, de modo a informar ao Operador do Aeródromo a ocorrência de chuva com intensidade suficiente para contaminação da pista, com a finalidade de que o operador receba a informação a tempo para a realização da inspeção de pista.",AGUARDANDO RESPOSTA,DECEA,
1012,78350,"Divulgar os ensinamentos colhidos na presente investigação, a fim de alertar pilotos e operadores da aviação geral sobre os riscos decorrentes do descumprimento de requisitos estabelecidos, bem como sobre os riscos decorrentes da operação sob condições de voo por instrumentos em aeronaves não certificadas para tal.",CUMPRIDA,ANAC,14.0
1013,78352,Melhorar o processo de divulgação de procedimentos de solicita??o de emissão de NOTAM e informações Temporórias de aeródromos privados junto à ANAC.,AGUARDANDO RESPOSTA,ANAC,
1014,78352,"Avaliar a viabilidade de elaboração de um regulamento que estabelea regras a serem adotadas no projeto de aeródromos privados, com a finalidade de se aumentar o nível de Segurança operacional, mormente no tocante às características da área destinada a pousos e decolagens.",AGUARDANDO RESPOSTA,ANAC,
1015,78359,"Atuar junto à Produzir Agropecuária Ltda., a fim de que aquele operador implemente um controle efetivo dos componentes utilizados em suas aeronaves, visando possibilitar o monitoramento e o rastreamento dos serviços de manutenção executados.",AGUARDANDO RESPOSTA,ANAC,
1016,78372,"DIVULGAR OS ENSINAMENTOS COLHIDOS NA PRESENTE INVESTIGAçãO, A FIM DE ALERTAR PILOTOS E OPERADORES DA AVIAçãO CIVIL BRASILEIRA QUANTO A IMPORTâNCIA DE PRESERVAR EM LOCAL SEGURO OS REGISTRO DE MANUTENçãO DA AERONAVE, BEM COMO DA NãO OBRIGATORIEDADE DE MANTê-LOS A BORDO, CONFORME ITEM 5.5.2 DA INSTRUçãO SUPLEMENTAR Nº 43.9-003.",CUMPRIDA,ANAC,22.0
1017,78372,AVALIAR A POSSIBILIDADE DE DESENVOLVER UM SISTEMA INFORMATIZADO úNICO PARA CONTROLE DOS REGISTROS DE MANUTENçãO DA FROTA DE AERONAVES REGISTRADAS NO âMBITO DA AVIAçãO CIVIL BRASILEIRA.,CUMPRIDA,ANAC,107.0
1018,78380,"Atuar junto aos órgãos ATC, no sentido de assegurar que seus controladores tenham o correto entendimento sobre a diferença entre um procedimento de desembarque e uma evacuação de aeronaves.",AGUARDANDO RESPOSTA,DECEA,
1019,78380,Avaliar a necessidade e a pertinência de ajustes regulatórios que determinem a obrigatoriedade de que equipes de salvamento e contra incêndio possuam comunicação VHF direta com as aeronaves envolvidas em emergências no aeródromo.,AGUARDANDO RESPOSTA,ANAC,
1020,78380,"Atuar junto à empresa BH Airport S.A. no sentido de avaliar a possibilidade de aperfeiçoamento do PLEM/PRAI do Aeródromo de SBCF, no tocante ao fluxo de comunicações em emergências entre todos os órgãos, a fim de aprimorar as comunicações em situações de engajamento das equipes SESCINC.",AGUARDANDO RESPOSTA,ANAC,
1021,78380,"Atuar em parceria com a Boeing Company para certificar-se de que, considerando os eventos observados no incidente grave em tela e o nível de risco avaliado como Classe II, a probabilidade de ocorrência dessa falha tenha se mantido menor que 1x10-7 (uma falha em 10 milhões de horas de voo).",AGUARDANDO RESPOSTA,ANAC,
1022,78380,"Atuar em parceria com a Boeing Company para certificar-se de que, considerando os eventos observados no incidente grave em tela e o nível de risco avaliado como Classe II, a probabilidade de ocorrência dessa falha tenha se mantido menor que 1x10-7 (uma falha em 10 milhões de horas de voo).",AGUARDANDO RESPOSTA,FAA,
1023,78383,"Atuar em conjunto com o fabricante do inversor, a AVIONIC INSTRUMENTS LLC, e com ofabricante da aeronave, a AEROSPATIALE AND ALENIA, a fim de verificar se houve outrasocorrências de mesma natureza anteriormente, com o intuito de melhorar a qualidade doinversor estático, modelo 1G500-1A-2573.",CUMPRIDA,ANAC,37.0
1024,78390,"DIVULGAR OS ENSINAMENTOS COLHIDOS NA PRESENTE INVESTIGAçãO, COM A FINALIDADE DE ALERTAR OS OPERADORES E PROPRIETáRIOS DE AERONAVES EXPERIMENTAIS, QUANTO AOS RISCOS ASSOCIADOS à EXECUçãO DA ATIVIDADE AéREA SEM A FIEL OBSERVâNCIA DAS NORMAS OPERACIONAIS, REGULAMENTOS OU REGRAS DE TRáFEGO AéREO, NOTADAMENTE NA REALIZAçãO DE MANOBRAS A BAIXA ALTURA.",CUMPRIDA,ANAC,
1025,78407,"Atuar junto à empresa Aeropel Aero Operações Agrícolas Ltda., a fim de verificar se aquela organização de manutenção possui e aplica os recursos necessários para uma adequada prestação de serviços de manutenção das aeronaves inseridas em sua Especificação Operativa (EO), conforme preconiza a legislação em vigor, com os respectivos manuais técnicos das aeronaves e a Lista de Capacidade da empresa.",AGUARDANDO RESPOSTA,ANAC,
1026,78411,"Divulgar os ensinamentos colhidos na presente investigação, a fim de alertar pilotos e operadores da aviação civil brasileira sobre os riscos operacionais decorrentes do não cumprimento das autorizações e restrições emitidas pelos órgãos de controle do espaço aéreo.",CUMPRIDA,ANAC,10.0
1027,78411,"Analisar a pertinência de inserir o estudo de caso desta ocorrência no PAELS (Programa de Atividades e Emprego do Laboratório de Simulação), no sentido de buscar mitigar os erros decorrentes de desvios de normas e modelos operacionais, cometidos por Controladores de Tráfego Aéreo habilitados.",CUMPRIDA,DECEA,150.0
1028,78411,"Analisar a pertinência quanto ao aperfeiçoamento da redação do texto contido no item a seguir, da ICA 100-37 - Serviço de Tráfego Aéreo, a fim de clarificar o entendimento do seu conteúdo: 6.28.3.6 As instruções de controle de tráfego aéreo a serem emitidas após a decolagem.",CUMPRIDA,DECEA,150.0
